sentence,target
His younger brother Edward M. Kennedy held that seat until his death from a brain tumor in 2009.,0
"Since the 1950s, Massachusetts has gained a reputation as being a politically liberal state and is often used as an archetype of modern liberalism, hence the phrase ""Massachusetts liberal"".",0
Massachusetts is easily one of the most Democratic states in the country.,0
"Democratic core concentrations are everywhere, except for a handful of Republican leaning towns in the Central and Southern parts of the state.",0
"Until recently, Republicans were dominant in the Western and Northern suburbs of Boston, however both areas heavily swung Democratic in the Trump era.",0
The state as a whole has not given its Electoral College votes to a Republican in a presidential election since Ronald Reagan carried it in 1984.,0
"Additionally, Massachusetts provided Reagan with his smallest margins of victory in both the 1980 and 1984 elections.",0
"In 2020, Biden received 65.6% of the vote, the best performance in over 50 years for a Democrat.",0
Democrats have an absolute grip on the Massachusetts congressional delegation; there are no Republicans elected to serve at the federal level.,0
Both Senators and all nine Representatives are Democrats; only one Republican (former Senator Scott Brown) has been elected to either house of Congress from Massachusetts since 1994.,0
Massachusetts is the most populous state to be represented in the United States Congress entirely by a single party.,0
"As of the 2018 elections, the Democratic Party holds a super-majority over the Republican Party in both chambers of the Massachusetts General Court (state legislature).",0
"Out of the state house's 160 seats, Democrats hold 127 seats (79%) compared to the Republican Party's 32 seats (20%), an independent sits in the remaining one, and 34 out of the 40 seats in the state senate (85%) belong to the Democratic Party compared to the Republican Party's six seats (15%).",0
Both houses of the legislature have had Democratic majorities since the 1950s.,0
"Despite the state's Democratic-leaning tendency, Massachusetts has generally elected Republicans as Governor: only one Democrat (Deval Patrick) has served as governor since 1991, and among gubernatorial election results from 2002 to 2018, Republican nominees garnered 48.4% of the vote compared to 45.7% for Democratic nominees.",0
These have been considered to be among the most moderate Republican leaders in the nation; they have received higher net favorability ratings from the state's Democrats than Republicans.,0
"A number of contemporary national political issues have been influenced by events in Massachusetts, such as the decision in 2003 by the state Supreme Judicial Court allowing same-sex marriage and a 2006 bill which mandated health insurance for all Bay Staters.",0
"In 2008, Massachusetts voters passed an initiative decriminalizing possession of small amounts of marijuana.",0
Voters in Massachusetts also approved a ballot measure in 2012 that legalized the medical use of marijuana.,0
"Following the approval of a ballot question endorsing legalization in 2016, Massachusetts began issuing licenses for the regulated sale of recreational marijuana in June 2018.",0
"The licensed sale of recreational marijuana became legal on July 1, 2018; however, the lack of state-approved testing facilities prevented the sale of any product for several weeks.",0
"In 2020, the state legislature overrode Governor Charlie Baker's veto of the ROE Act, a controversial law that codified existing abortion laws in the event that the Supreme Court overturned Roe v. Wade, dropped the age of parental consent for those seeking an abortion from 18 to 16, and legalized abortion after 24 weeks, if a fetus had fatal anomalies.",0
"There are 50 cities and 301 towns in Massachusetts, grouped into 14 counties.",0
"The fourteen counties, moving roughly from west to east, are Berkshire, Franklin, Hampshire, Hampden, Worcester, Middlesex, Essex, Suffolk, Norfolk, Bristol, Plymouth, Barnstable, Dukes, and Nantucket.",0
"Eleven communities which call themselves ""towns"" are, by law, cities since they have traded the town meeting form of government for a mayor-council or manager-council form.",0
Boston is the state capital and largest city in Massachusetts.,0
"The population of the city proper is 692,600, and Greater Boston, with a population of 4,873,019, is the 11th largest metropolitan area in the nation.",0
"Other cities with a population over 100,000 include Worcester, Springfield, Lowell, and Cambridge.",0
"Plymouth is the largest municipality in the state by land area, followed by Middleborough.",0
"Massachusetts, along with the five other New England states, features the local governmental structure known as the New England town.",0
"In this structure, incorporated towns—as opposed to townships or counties—hold many of the responsibilities and powers of local government.",0
"Most of the county governments were abolished by the state of Massachusetts beginning in 1997 including Middlesex County, the largest county in the state by population.",0
"The voters of these now-defunct counties elect only Sheriffs and Registers of Deeds, who are part of the state government.",0
"Other counties have been reorganized, and a few still retain county councils.",0
Massachusetts has contributed to American arts and culture.,0
"Drawing from its Native American and Yankee roots, along with later immigrant groups, Massachusetts has produced several writers, artists, and musicians.",0
"Some major museums and important historical sites are also located there, and events and festivals throughout the year celebrate the state's history and heritage.",0
"Massachusetts was an early center of the Transcendentalist movement, which emphasized intuition, emotion, human individuality and a deeper connection with nature.",0
"Ralph Waldo Emerson, who was born in Boston but spent much of his later life in Concord, largely created the philosophy with his 1836 work Nature, and continued to be a key figure in the movement for the remainder of his life.",0
"Emerson's friend, Henry David Thoreau, who was also involved in Transcendentalism, recorded his year spent alone in a small cabin at nearby Walden Pond in the 1854 work Walden; or, Life in the Woods.",0
"Other famous authors and poets born or strongly associated with Massachusetts include Nathaniel Hawthorne, Louisa May Alcott, John Updike, Emily Dickinson, Henry Wadsworth Longfellow, E.E.",0
"Cummings, Sylvia Plath, H.P.",0
"Lovecraft, Edgar Allan Poe, and Theodor Seuss Geisel, better known as ""Dr. Seuss"".",0
Famous painters from Massachusetts include Winslow Homer and Norman Rockwell; many of the latter's works are on display at the Norman Rockwell Museum in Stockbridge.,0
Massachusetts is also an important center for the performing arts.,0
Both the Boston Symphony Orchestra and Boston Pops Orchestra are based in Massachusetts.,0
"Other orchestras in Massachusetts include the Cape Cod Symphony Orchestra in Barnstable, the New Bedford Symphony Orchestra, and the Springfield Symphony Orchestra.",0
"Tanglewood, in western Massachusetts, is a music venue that is home to both the Tanglewood Music Festival and Tanglewood Jazz Festival, as well as the summer host for the Boston Symphony Orchestra.",0
"Other performing arts and theater organizations in Massachusetts include the Boston Ballet, the Boston Lyric Opera, and the Lenox-based Shakespeare & Company.",0
"In addition to classical and folk music, Massachusetts has produced musicians and bands spanning a number of contemporary genres, such as the classic rock band Aerosmith, the proto-punk band The Modern Lovers, the new wave band The Cars, and the alternative rock band Pixies.",0
"The state has also been the birthplace of the Nu Metal and Heavy Metal bands Staind and Godsmack, since they both  formed in 1995, in Springfield and in Lawrence respectively.",0
"Film events in the state include the Boston Film Festival, the Boston International Film Festival, and a number of smaller film festivals in various cities throughout Massachusetts.",0
Massachusetts is home to a large number of museums and historical sites.,0
"The Museum of Fine Arts, Boston, the Institute of Contemporary Art, Boston, and the DeCordova contemporary art and sculpture museum in Lincoln are all located within Massachusetts, and the Maria Mitchell Association in Nantucket includes several observatories, museums, and an aquarium.",0
"Historically themed museums and sites such as the Springfield Armory National Historic Site in Springfield, Boston's Freedom Trail and nearby Minute Man National Historical Park, both of which preserve a number of sites important during the American Revolution, the Lowell National Historical Park, which focuses on some of the earliest mills and canals of the industrial revolution in the US, the Black Heritage Trail in Boston, which includes important African-American and abolitionist sites in Boston, and the New Bedford Whaling National Historical Park all showcase various periods of Massachusetts's history.",0
"Plimoth Plantation and Old Sturbridge Village are two open-air or ""living"" museums in Massachusetts, recreating life as it was in the 17th and early 19th centuries, respectively.",0
"Boston's annual St. Patrick's Day parade and ""Harborfest"", a week-long Fourth of July celebration featuring a fireworks display and concert by the Boston Pops as well as a turnaround cruise in Boston Harbor by the USS Constitution, are popular events.",0
"The New England Summer Nationals, an auto show in Worcester, draws tens of thousands of attendees every year.",0
"The Boston Marathon is also a popular event in the state drawing more than 30,000 runners and tens of thousands of spectators annually.",0
"Long-distance hiking trails in Massachusetts include the Appalachian Trail, the New England National Scenic Trail, the Metacomet-Monadnock Trail, the Midstate Trail, and the Bay Circuit Trail.",0
"Other outdoor recreational activities in Massachusetts include sailing and yachting, freshwater and deep-sea fishing, whale watching, downhill and cross-country skiing, and hunting.",0
Massachusetts is one of the states with the largest percentage of Catholics.,0
"It has many sanctuaries such as the National Shrine of The Divine Mercy (Stockbridge, Massachusetts).",0
There are two major television media markets located in Massachusetts.,0
The Boston/Manchester market is the fifth-largest in the United States.,0
The other market surrounds the Springfield area.,0
"WGBH-TV in Boston is a major public television station and produces national programs such as Nova, Frontline, and American Experience.",0
"The Boston Globe, Boston Herald, Springfield Republican, and the Worcester Telegram & Gazette are Massachusetts's largest daily newspapers.",0
"In addition, there are many community dailies and weeklies.",0
"The Associated Press maintains a bureau in Boston, and local news wire the State House News Service feeds coverage of state government to other Massachusetts media outlets.",0
"There are a number of major AM and FM stations which serve Massachusetts, along with many more regional and community-based stations.",0
"Some colleges and universities also operate campus television and radio stations, and print their own newspapers.",0
Massachusetts generally ranks highly among states in most health and disease prevention categories.,0
"In 2015, the United Health Foundation ranked the state as third-healthiest overall.",0
"Massachusetts has the most doctors per 100,000 residents, the second-lowest infant mortality rate, and the lowest percentage of uninsured residents (children as well as the total population).",0
"According to Businessweek, commonwealth residents have an average life expectancy of 80.41 years, the fifth-longest in the country.",0
"37.2% of the population is overweight and 21.7% is obese, and Massachusetts ranks sixth-highest in the percentage of residents who are considered neither obese nor overweight (41.1%).",0
"Massachusetts also ranks above average in the prevalence of binge drinking, which is the 20th-highest in the country.",0
The nation's first Marine Hospital was erected by federal order in Boston in 1799.,0
There are currently a total of 143 hospitals in the state.,0
"According to 2015 rankings by U.S. News & World Report, Massachusetts General Hospital is ranked in the top three in two health care specialties.",0
Massachusetts General was founded in 1811 and serves as the largest teaching hospital for nearby Harvard University.,0
"The state of Massachusetts is a center for medical education and research including Harvard's Brigham and Women's Hospital, Beth Israel Deaconess Medical Center, and Dana-Farber Cancer Institute as well as the New England Baptist Hospital, Tufts Medical Center, and Boston Medical Center which is the primary teaching hospital for Boston University.",0
The University of Massachusetts Medical School is located in Worcester.,0
The Massachusetts College of Pharmacy and Health Sciences has two of its three campuses in Boston and Worcester.,0
"Massachusetts is home to four major league professional sports teams: seventeen-time NBA Champions Boston Celtics, nine-time World Series winners Boston Red Sox, six-time Stanley Cup winners Boston Bruins, and six-time Super Bowl winners New England Patriots.",0
The New England Revolution is the Major League Soccer team for Massachusetts and the Boston Cannons are the Major League Lacrosse team.,0
Massachusetts is also the home of the Cape Cod Baseball League.,0
"In the late 19th century, the Olympic sports of basketball and volleyball were invented in the Western Massachusetts cities of Springfield and Holyoke, respectively.",0
The Basketball Hall of Fame is a major tourist destination in the City of Springfield and the Volleyball Hall of Fame is located in Holyoke.,0
"The American Hockey League (AHL), the NHL's development league, is headquartered in Springfield.",0
Several universities in Massachusetts are notable for their collegiate athletics.,0
"The state is home to two Division I FBS teams, Boston College of the Atlantic Coast Conference, and FBS Independent University of Massachusetts at Amherst.",0
"FCS play includes Harvard University, which competes in the famed Ivy League, and College of the Holy Cross of the Patriot League.",0
"Boston University, Northeastern University, UMASS Lowell, and Merrimack College also participate in Division I athletics.",0
"Many other Massachusetts colleges compete in lower divisions such as Division III, where MIT, Tufts University, Amherst College, Williams College, and others field competitive teams.",0
Massachusetts is also the home of rowing events such as the Eastern Sprints on Lake Quinsigamond and the Head of the Charles Regatta.,0
"A number of major golf events have taken place in Massachusetts, including nine U.S.",0
Opens and two Ryder Cups.,0
"Massachusetts has produced several successful Olympians including Butch Johnson, Nancy Kerrigan, Todd Richards, Albina Osipowich, Aly Raisman, and Susan Rojcewicz.",0
California is a state in the Pacific Region of the United States.,0
"With over 39.3 million residents across a total area of approximately 163,696 square miles (423,970 km2), it is the most populous U.S. state and the third-largest by area, as well as the world's thirty-fourth-most-populous subnational entity.",0
"California is also the most populated subnational entity in North America, and has its state capital in Sacramento.",0
"The Greater Los Angeles area and the San Francisco Bay Area are the nation's second- and fifth-most-populous urban regions, with more than 18.7 million and 9.6 million residents respectively.",0
"Los Angeles is California's most populous city, and the country's second-most-populous, after New York City.",0
"California also has the nation's most populous county, Los Angeles County, and its largest county by area, San Bernardino County.",0
"The City and County of San Francisco is both the country's second most densely populated major city after New York City and the fifth-most-densely populated county, behind only four of the five New York City boroughs.",0
"California's economy, with a gross state product of $3.2 trillion as of 2019, is the largest sub-national economy in the world.",0
"If it were a country, California would be the fifth-largest economy in the world, and the 37th-most populous as of 2020.",0
"The Greater Los Angeles area and the San Francisco Bay Area are the nation's second- and third-largest urban economies ($1.3 trillion and $1.0 trillion respectively as of 2020), after the New York metropolitan area ($2.0 trillion).",0
"The San Francisco Bay Area Combined Statistical Area had the nation's highest gross domestic product per capita in 2018 ($106,757) among large primary statistical areas, and is home to four of the world's ten largest companies by market capitalization and four of the world's ten richest people.",0
"California is considered a global trendsetter in popular culture, communication, information, innovation, environmentalism, economics, politics, and entertainment.",0
"As a result of the state's diversity and migration, California integrates foods, languages, and traditions from other areas across the country and around the globe.",0
"It is considered the origin of the hippie counterculture, beach and car culture, the Internet, and the personal computer, among others.",0
"The San Francisco Bay Area and the Greater Los Angeles Area are widely seen as centers of the global technology and entertainment industries, respectively.",0
"California's economy is very diverse: 58% of it is based on finance, government, real estate services, technology, and professional, scientific, and technical business services.",0
"Although it accounts for only 1.5% of the state's economy, California's agriculture industry has the highest output of any U.S. state.",0
"California shares a border with Oregon to the north, Nevada and Arizona to the east, and the Mexican state of Baja California to the south.",0
"The state's diverse geography ranges from the Pacific Coast in the west to the Sierra Nevada mountain range in the east, and from the redwood and Douglas fir forests in the northwest to the Mojave Desert in the southeast.",0
"The Central Valley, a major agricultural area, dominates the state's center.",0
"Although California is well-known for its warm Mediterranean climate and monsoon seasonal weather, the large size of the state results in climates that vary from moist temperate rainforest in the north to arid desert in the interior, as well as snowy alpine in the mountains.",0
"All these factors lead to an enormous demand for water; in total numbers, California is the largest consumer of water in North America.",0
"Over time, drought and wildfires have become more frequent; further straining California's water security.",0
What is now California was first settled by various Native Californian tribes before being explored by a number of Europeans during the 16th and 17th centuries.,0
The Spanish Empire then claimed and colonized it.,0
"In 1804 it was included in Alta California province, within the Viceroyalty of New Spain.",0
The area became a part of Mexico in 1821 following its successful war for independence but was ceded to the United States in 1848 after the Mexican–American War.,0
"The western portion of Alta California was then organized and admitted as the 31st state on September 9, 1850.",0
"The California Gold Rush starting in 1848 led to dramatic social and demographic changes, with large-scale emigration from the east and abroad with an accompanying economic boom.",0
"The Spaniards gave the name Las Californias to the peninsula of Baja California and to Alta California, the region that became the present-day state of California.",0
"The name likely derived from the mythical island of California in the fictional story of Queen Calafia, as recorded in a 1510 work The Adventures of Esplandián by Garci Rodríguez de Montalvo.",0
This work was the fifth in a popular Spanish chivalric romance series that began with Amadis de Gaula.,0
"Queen Calafia's kingdom was said to be a remote land rich in gold and pearls, inhabited by beautiful black women who wore gold armor and lived like Amazons, as well as griffins and other strange beasts.",0
"In the fictional paradise, the ruler Queen Calafia fought alongside Muslims and her name may have been chosen to echo the title of a Muslim leader, the Caliph.",0
It is possible the name California was meant to imply the island was a Caliphate.,0
"Shortened forms of the state's name include CA, Cal, Cali, Calif, Califas, and US-CA.",0
"Settled by successive waves of arrivals during at least the last 13,000 years, California was one of the most culturally and linguistically diverse areas in pre-Columbian North America.",0
"Various estimates of the native population range from 100,000 to 300,000.",0
"The indigenous peoples of California included more than 70 distinct ethnic groups of Native Americans, ranging from large, settled populations living on the coast to groups in the interior.",0
"California groups also were diverse in their political organization with bands, tribes, villages, and on the resource-rich coasts, large chiefdoms, such as the Chumash, Pomo and Salinan.",0
"Trade, intermarriage and military alliances fostered many social and economic relationships among the diverse groups.",0
"The first Europeans to explore the California coast were the members of a Spanish sailing expedition led by Portuguese captain Juan Rodríguez Cabrillo; they entered San Diego Bay on September 28, 1542, and reached at least as far north as San Miguel Island.",0
"Privateer and explorer Francis Drake explored and claimed an undefined portion of the California coast in 1579, landing north of the future city of San Francisco.",0
"The first Asians to set foot on what would be the United States occurred in 1587, when Filipino sailors arrived in Spanish ships at Morro Bay.",0
"Sebastián Vizcaíno explored and mapped the coast of California in 1602 for New Spain, sailing as far north as Cape Mendocino.",0
"Despite the on-the-ground explorations of California in the 16th century, Rodríguez's idea of California as an island persisted.",0
Such depictions appeared on many European maps well into the 18th century.,0
"After the Portolà expedition of 1769–70, Spanish missionaries led by Junipero Serra began setting up 21 California Missions on or near the coast of Alta (Upper) California, beginning in San Diego.",0
"During the same period, Spanish military forces built several forts (presidios) and three small towns (pueblos).",0
"The San Francisco Mission grew into the city of San Francisco, and two of the pueblos grew into the cities of Los Angeles and San Jose.",0
"Several other smaller cities and towns also sprang up surrounding the various Spanish missions and pueblos, which remain to this day.",0
"The Spanish colonization began decimating the natives through epidemics of various diseases for which the indigenous peoples had no natural immunity, such as measles and diphtheria.",0
"The establishment of the Spanish systems of government and social structure, which the Spanish settlers had brought with them, also technologically and culturally overwhelmed the societies of the earlier indigenous peoples.",0
"During this same period, Russian ships also explored along the California coast and in 1812 established a trading post at Fort Ross.",0
"Russia's early 19th-century coastal settlements in California were positioned just north of the northernmost edge of the area of Spanish settlement in San Francisco Bay, and were the southernmost Russian settlements in North America.",0
The Russian settlements associated with Fort Ross were spread from Point Arena to Tomales Bay.,0
"In 1821, the Mexican War of Independence gave Mexico (including California) independence from Spain.",0
"For the next 25 years, Alta California remained as a remote, sparsely populated, northwestern administrative district of the newly independent country of Mexico.The missions, which controlled most of the best land in the state, were secularized by 1834 and became the property of the Mexican government.",0
The governor granted many square leagues of land to others with political influence.,0
These huge ranchos or cattle ranches emerged as the dominant institutions of Mexican California.,0
The ranchos developed under ownership by Californios (Hispanics native of California) who traded cowhides and tallow with Boston merchants.,0
Beef did not become a commodity until the 1849 California Gold Rush.,0
"From the 1820s, trappers and settlers from the United States and the future Canada arrived in Northern California.",0
"These new arrivals used the Siskiyou Trail, California Trail, Oregon Trail and Old Spanish Trail to cross the rugged mountains and harsh deserts in and surrounding California.",0
"The early government of the newly independent Mexico was highly unstable, and in a reflection of this, from 1831 onwards, California also experienced a series of armed disputes, both internal and with the central Mexican government.",0
During this tumultuous political period Juan Bautista Alvarado was able to secure the governorship during 1836–1842.,0
"The military action which first brought Alvarado to power had momentarily declared California to be an independent state, and had been aided by Anglo-American residents of California, including Isaac Graham.",0
"In 1840, one hundred of those residents who did not have passports were arrested, leading to the Graham Affair, which was resolved in part with the intercession of Royal Navy officials.",0
One of the largest ranchers in California was John Marsh.,0
"After failing to obtain justice against squatters on his land from the Mexican courts, he determined that California should become part of the United States.",0
"Marsh conducted a letter-writing campaign espousing the California climate, the soil, and other reasons to settle there, as well as the best route to follow, which became known as ""Marsh's route"".",0
"His letters were read, reread, passed around, and printed in newspapers throughout the country, and started the first wagon trains rolling to California.",0
"He invited immigrants to stay on his ranch until they could get settled, and assisted in their obtaining passports.",0
"After ushering in the period of organized emigration to California, Marsh became involved in a military battle between the much-hated Mexican general, Manuel Micheltorena and the California governor he had replaced, Juan Bautista Alvarado.",0
The armies of each met at the Battle of Providencia near Los Angeles.,0
Marsh had been forced against his will to join Micheltorena's army.,0
"Ignoring his superiors, during the battle, he signaled the other side for a parlay.",0
There were many settlers from the United States fighting on both sides.,0
He convinced these men that they had no reason to be fighting each other.,0
"As a result of Marsh's actions, they abandoned the fight, Micheltorena was defeated, and California-born Pio Pico was returned to the governorship.",0
This paved the way to California's ultimate acquisition by the United States.,0
"In 1846, a group of American settlers in and around Sonoma rebelled against Mexican rule during the Bear Flag Revolt.",0
"Afterwards, rebels raised the Bear Flag (featuring a bear, a star, a red stripe and the words ""California Republic"") at Sonoma.",0
"The Republic's only president was William B. Ide, who played a pivotal role during the Bear Flag Revolt.",0
This revolt by American settlers served as a prelude to the later American military invasion of California and was closely coordinated with nearby American military commanders.,0
The California Republic was short lived; the same year marked the outbreak of the Mexican–American War (1846–48).,0
"When Commodore John D. Sloat of the United States Navy sailed into Monterey Bay and began the military occupation of California by the United States, Northern California capitulated in less than a month to the United States forces.",0
"After a series of defensive battles in Southern California, the Treaty of Cahuenga was signed by the Californios on January 13, 1847, securing American control in California.",0
"Following the Treaty of Guadalupe Hidalgo (February 2, 1848) that ended the war, the westernmost portion of the annexed Mexican territory of Alta California soon became the American state of California, and the remainder of the old territory was then subdivided into the new American Territories of Arizona, Nevada, Colorado and Utah.",0
The even more lightly populated and arid lower region of old Baja California remained as a part of Mexico.,0
"In 1846, the total settler population of the western part of the old Alta California had been estimated to be no more than 8,000, plus about 100,000 Native Americans, down from about 300,000 before Hispanic settlement in 1769.",0
"In 1848, only one week before the official American annexation of the area, gold was discovered in California, this being an event which was to forever alter both the state's demographics and its finances.",0
"Soon afterward, a massive influx of immigration into the area resulted, as prospectors and miners arrived by the thousands.",0
"The population burgeoned with United States citizens, Europeans, Chinese and other immigrants during the great California Gold Rush.",0
"By the time of California's application for statehood in 1850, the settler population of California had multiplied to 100,000.",0
"By 1854, more than 300,000 settlers had come.",0
"Between 1847 and 1870, the population of San Francisco increased from 500 to 150,000.",0
"California was suddenly no longer a sparsely populated backwater, but seemingly overnight it had grown into a major population center.",0
The seat of government for California under Spanish and later Mexican rule had been located in Monterey from 1777 until 1845.,0
"Pio Pico, the last Mexican governor of Alta California, had briefly moved the capital to Los Angeles in 1845.",0
"The United States consulate had also been located in Monterey, under consul Thomas O. Larkin.",0
"In 1849, a state Constitutional Convention was first held in Monterey.",0
Among the first tasks of the Convention was a decision on a location for the new state capital.,0
The first full legislative sessions were held in San Jose (1850–1851).,0
"Subsequent locations included Vallejo (1852–1853), and nearby Benicia (1853–1854); these locations eventually proved to be inadequate as well.",0
"The capital has been located in Sacramento since 1854 with only a short break in 1862 when legislative sessions were held in San Francisco due to flooding in Sacramento.Once the state's Constitutional Convention had finalized its state constitution, it applied to the U.S. Congress for admission to statehood.",0
"On September 9, 1850, as part of the Compromise of 1850, California became a free state and September 9 a state holiday.",0
"During the American Civil War (1861–1865), California sent gold shipments eastwards to Washington in support of the Union.",0
"However, due to the existence of a large contingent of pro-South sympathizers within the state, the state was not able to muster any full military regiments to send eastwards to officially serve in the Union war effort.",0
"Still, several smaller military units within the Union army were unofficially associated with the state of California, such as the ""California 100 Company"", due to a majority of their members being from California.",0
"At the time of California's admission into the Union, travel between California and the rest of the continental United States had been a time-consuming and dangerous feat.",0
"Nineteen years afterwards, in 1869, shortly after the conclusion of the Civil War, a more direct connection was developed with the completion of the First Transcontinental Railroad in 1869.",0
California was then easy to reach.,0
Much of the state was extremely well suited to fruit cultivation and agriculture in general.,0
"Vast expanses of wheat, other cereal crops, vegetable crops, cotton, and nut and fruit trees were grown (including oranges in Southern California), and the foundation was laid for the state's prodigious agricultural production in the Central Valley and elsewhere.",0
"Under earlier Spanish and Mexican rule, California's original native population had precipitously declined, above all, from Eurasian diseases to which the indigenous people of California had not yet developed a natural immunity.",0
"Under its new American administration, California's harsh governmental policies towards its own indigenous people did not improve.",0
"As in other American states, many of the native inhabitants were soon forcibly removed from their lands by incoming American settlers such as miners, ranchers, and farmers.",0
"Although California had entered the American union as a free state, the ""loitering or orphaned Indians"" were de facto enslaved by their new Anglo-American masters under the 1853 Act for the Government and Protection of Indians.",0
There were also massacres in which hundreds of indigenous people were killed.,0
"Between 1850 and 1860, the California state government paid around 1.5 million dollars (some 250,000 of which was reimbursed by the federal government) to hire militias whose purpose was to protect settlers from the indigenous populations.",0
"In later decades, the native population was placed in reservations and rancherias, which were often small and isolated and without enough natural resources or funding from the government to sustain the populations living on them.",0
"As a result, the rise of California was a calamity for the native inhabitants.",0
"Several scholars and Native American activists, including Benjamin Madley and Ed Castillo, have described the actions of the California government as a genocide.",0
Migration to California accelerated during the early 20th century with the completion of major transcontinental highways like the Lincoln Highway and Route 66.,0
"In the period from 1900 to 1965, the population grew from fewer than one million to the greatest in the Union.",0
"In 1940, the Census Bureau reported California's population as 6.0% Hispanic, 2.4% Asian, and 89.5% non-Hispanic white.",0
"To meet the population's needs, major engineering feats like the California and Los Angeles Aqueducts; the Oroville and Shasta Dams; and the Bay and Golden Gate Bridges were built across the state.",0
The state government also adopted the California Master Plan for Higher Education in 1960 to develop a highly efficient system of public education.,0
"Meanwhile, attracted to the mild Mediterranean climate, cheap land, and the state's wide variety of geography, filmmakers established the studio system in Hollywood in the 1920s.",0
"California manufactured 8.7 percent of total United States military armaments produced during World War II, ranking third (behind New York and Michigan) among the 48 states.",0
"California however easily ranked first in production of military ships during the war (transport, cargo, [merchant ships] such as Liberty ships, Victory ships, and warships) at drydock facilities in San Diego, Los Angeles, and the San Francisco Bay Area.",0
"After World War II, California's economy greatly expanded due to strong aerospace and defense industries, whose size decreased following the end of the Cold War.",0
"Stanford University and its Dean of Engineering Frederick Terman began encouraging faculty and graduates to stay in California instead of leaving the state, and develop a high-tech region in the area now known as Silicon Valley.",0
"As a result of these efforts, California is regarded as a world center of the entertainment and music industries, of technology, engineering, and the aerospace industry, and as the United States center of agricultural production.",0
"Just before the Dot Com Bust, California had the fifth-largest economy in the world among nations.",0
"Yet since 1991, and starting in the late 1980s in Southern California, California has seen a net loss of domestic migrants in most years.",0
This is often referred to by the media as the California exodus.,0
"During the 20th century, two great disasters happened in California.",0
The 1906 San Francisco earthquake and 1928 St. Francis Dam flood remain the deadliest in U.S history.,0
"Although air pollution problems have been reduced, health problems associated with pollution have continued.",0
"The brown haze known as ""smog"" has been substantially abated after the passage of federal and state restrictions on automobile exhaust.",0
"An energy crisis in 2001 led to rolling blackouts, soaring power rates, and the importation of electricity from neighboring states.",0
Southern California Edison and Pacific Gas and Electric Company came under heavy criticism.,0
"Housing prices in urban areas continued to increase; a modest home which in the 1960s cost $25,000 would cost half a million dollars or more in urban areas by 2005.",0
More people commuted longer hours to afford a home in more rural areas while earning larger salaries in the urban areas.,0
"Speculators bought houses they never intended to live in, expecting to make a huge profit in a matter of months, then rolling it over by buying more properties.",0
"Mortgage companies were compliant, as everyone assumed the prices would keep rising.",0
The bubble burst in 2007-8 as housing prices began to crash and the boom years ended.,0
Hundreds of billions in property values vanished and foreclosures soared as many financial institutions and investors were badly hurt.,0
"California is the third-largest state in the United States in area, after Alaska and Texas.",0
"California is often geographically bisected into two regions, Southern California, comprising the 10 southernmost counties, and Northern California, comprising the 48 northernmost counties.",0
"It is bordered by Oregon to the north, Nevada to the east and northeast, Arizona to the southeast, the Pacific Ocean to the west and it shares an international border with the Mexican state of Baja California to the south (with which it makes up part of The Californias region of North America, alongside Baja California Sur).",0
"In the middle of the state lies the California Central Valley, bounded by the Sierra Nevada in the east, the coastal mountain ranges in the west, the Cascade Range to the north and by the Tehachapi Mountains in the south.",0
The Central Valley is California's productive agricultural heartland.,0
"Divided in two by the Sacramento-San Joaquin River Delta, the northern portion, the Sacramento Valley serves as the watershed of the Sacramento River, while the southern portion, the San Joaquin Valley is the watershed for the San Joaquin River.",0
Both valleys derive their names from the rivers that flow through them.,0
"With dredging, the Sacramento and the San Joaquin Rivers have remained deep enough for several inland cities to be seaports.",0
The Sacramento-San Joaquin River Delta is a critical water supply hub for the state.,0
"Water is diverted from the delta and through an extensive network of pumps and canals that traverse nearly the length of the state, to the Central Valley and the State Water Projects and other needs.",0
"Water from the Delta provides drinking water for nearly 23 million people, almost two-thirds of the state's population as well as water for farmers on the west side of the San Joaquin Valley.",0
Suisun Bay lies at the confluence of the Sacramento and San Joaquin Rivers.,0
"The water is drained by the Carquinez Strait, which flows into San Pablo Bay, a northern extension of San Francisco Bay, which then connects to the Pacific Ocean via the Golden Gate strait.",0
"The Channel Islands are located off the Southern coast, while the Farallon Islands lie west of San Francisco.",0
"The Sierra Nevada (Spanish for ""snowy range"") includes the highest peak in the contiguous 48 states, Mount Whitney, at 14,505 feet (4,421 m).",0
"The range embraces Yosemite Valley, famous for its glacially carved domes, and Sequoia National Park, home to the giant sequoia trees, the largest living organisms on Earth, and the deep freshwater lake, Lake Tahoe, the largest lake in the state by volume.",0
"To the east of the Sierra Nevada are Owens Valley and Mono Lake, an essential migratory bird habitat.",0
"In the western part of the state is Clear Lake, the largest freshwater lake by area entirely in California.",0
"Although Lake Tahoe is larger, it is divided by the California/Nevada border.",0
"The Sierra Nevada falls to Arctic temperatures in winter and has several dozen small glaciers, including Palisade Glacier, the southernmost glacier in the United States.",0
The Tulare Lake was the largest freshwater lake west of the Mississippi River.,0
"A remnant of Pleistocene-era Lake Corcoran, Tulare Lake dried up by the early 20th century after its tributary rivers were diverted for agricultural irrigation and municipal water uses.",0
"About 45 percent of the state's total surface area is covered by forests, and California's diversity of pine species is unmatched by any other state.",0
California contains more forestland than any other state except Alaska.,0
"Many of the trees in the California White Mountains are the oldest in the world; an individual bristlecone pine is over 5,000 years old.",0
